8;10;8;18;17;16;19;7;11;12;infinity;7;24;8;10;8;18;17;16;19;7;11;12;7;24;83;39;70;26;26;9;33;69;15;64;4;37;73;90;59;78;73;5;3;71;15;90;96;50;15;22;81;58;78;57;89;70;84;4;99;4;67;27;64;94;3;12;14;17;97;83;84;31;71;45;30;63;25;85;28;3;4;19;6;24;86;65;23;33;58;40;87;12;75;95;62;90;14;17;27
9;8;6;5;2;19;6;18;9;14;13;infinity;6;9;8;6;5;2;19;6;18;9;14;13;6;43;14;68;16;62;91;73;92;87;74;75;21;14;93;76;27;69;37;34;3;38;50;71;14;95;4;9;81;48;37;96;27;39;30;87;91;57;15;29;19;86;44;82;1;2;83;38;97;16;91;89;71;8;15;83;59;71;11;19;72;64;37;89;89;20;22;81;50;87;57;81;30;52;78;21
17;12;14;16;19;24;28;31;11;12;15;18;infinity;17;12;14;16;19;24;28;31;11;12;15;18;33;40;59;96;99;3;42;31;60;87;64;52;46;85;3;17;17;68;86;15;6;24;58;58;86;62;99;82;36;17;85;98;63;71;38;74;28;73;94;24;53;96;15;85;60;54;72;67;49;23;4;60;70;73;97;25;22;16;91;19;6;5;50;24;61;52;16;95;22;86;24;99;98;51;15
14;14;4;7;14;17;18;6;6;4;13;14;7;infinity;4;7;14;17;18;6;6;4;13;14;7;68;72;42;81;1;45;61;31;39;77;65;23;30;48;47;53;28;33;41;33;84;70;14;94;61;5;15;68;83;66;12;63;98;89;40;51;17;73;33;9;71;61;20;48;64;71;83;75;46;9;72;41;76;17;89;18;81;23;42;99;51;21;93;85;58;92;27;12;21;4;50;72;77;60;63
16;13;13;3;12;5;5;5;7;11;19;18;6;16;infinity;3;12;5;5;5;7;11;19;18;6;61;68;96;93;11;28;80;69;41;46;79;3;37;25;6;65;85;81;94;62;41;18;78;86;29;58;2;40;3;9;28;63;44;12;25;11;8;52;64;43;16;29;49;17;61;71;60;61;77;85;2;95;79;62;17;83;89;76;63;28;99;40;40;86;56;26;54;25;34;96;52;20;41;1;10
7;11;7;7;6;14;3;3;8;8;18;17;5;7;11;infinity;6;14;3;3;8;8;18;17;5;97;66;51;73;54;30;32;45;35;42;45;82;91;6;30;84;41;68;61;1;45;7;11;14;79;95;26;84;23;58;80;26;52;24;67;56;94;54;29;91;39;91;53;57;79;8;34;23;96;51;40;44;18;7;38;69;88;63;48;86;51;75;1;66;94;86;5;42;22;16;82;90;60;46;18
11;15;18;12;12;9;12;13;11;16;12;16;4;11;15;18;infinity;9;12;13;11;16;12;16;4;47;100;64;90;37;46;33;87;54;34;12;23;1;36;12;9;9;51;61;32;47;15;91;49;30;45;38;58;27;75;53;12;48;34;85;29;59;16;93;10;39;90;81;9;6;96;88;20;62;28;24;31;41;72;35;14;49;96;35;48;49;57;91;18;90;53;21;88;10;66;94;72;70;60;85
8;7;16;9;3;3;16;12;11;4;5;9;3;8;7;16;9;infinity;16;12;11;4;5;9;3;42;88;88;92;83;53;25;96;20;58;65;75;79;52;35;71;52;73;11;29;5;29;47;74;81;79;46;32;97;7;52;67;42;36;5;5;45;46;37;12;94;97;75;62;17;67;21;70;7;59;25;22;23;63;35;39;78;68;31;18;94;12;18;95;96;12;25;72;91;96;51;29;60;84;15
10;8;7;7;10;6;6;13;1;5;6;8;1;10;8;7;7;10;infinity;13;1;5;6;8;1;28;66;36;69;40;84;14;8;71;41;9;76;25;64;60;36;24;14;84;30;87;61;14;2;63;73;95;38;35;54;54;1;43;72;40;99;9;28;71;60;4;34;100;13;95;33;87;30;13;73;61;79;100;43;83;16;94;77;38;15;80;62;38;56;59;21;21;35;35;39;31;1;54;63;45
6;7;6;5;5;17;7;7;14;11;5;3;19;6;7;6;5;5;17;infinity;14;11;5;3;19;34;39;98;63;92;68;75;98;23;4;73;88;71;53;23;23;55;5;29;72;27;91;60;6;10;73;94;13;19;53;72;73;15;41;39;74;49;7;9;24;99;87;35;22;58;22;51;88;4;43;93;44;100;22;44;49;27;27;14;62;63;92;45;71;56;56;80;72;33;57;100;3;76;6;5
9;8;4;19;3;5;14;12;12;15;6;24;22;9;8;4;19;3;5;14;infinity;15;6;24;22;42;40;26;25;24;56;7;59;34;95;25;70;13;95;7;21;100;80;99;20;83;95;45;89;20;84;91;32;54;42;91;86;16;69;74;40;49;92;72;55;84;23;63;68;2;84;50;56;76;5;57;51;19;74;78;42;71;9;72;75;75;69;12;41;49;63;88;79;88;94;5;74;82;15;16
3;8;8;3;4;4;11;2;4;4;15;19;31;3;8;8;3;4;4;11;2;infinity;15;19;31;74;15;5;86;46;52;83;30;40;23;81;13;36;68;44;17;11;58;17;98;22;81;92;25;67;52;39;84;2;34;26;31;17;8;31;27;83;63;43;45;58;94;7;47;94;69;4;79;62;9;91;16;39;89;78;4;48;33;91;12;89;96;3;8;15;25;79;54;39;76;57;72;66;24;72
9;6;12;6;18;13;14;12;16;4;4;32;7;9;6;12;6;18;13;14;12;16;infinity;32;7;52;18;1;73;69;42;73;73;100;61;13;1;59;65;15;75;3;2;19;98;79;66;59;72;48;10;84;93;17;40;55;16;74;35;81;22;77;61;23;71;9;83;97;5;41;60;34;98;36;95;1;94;65;45;61;24;75;78;42;41;14;65;94;22;55;62;27;30;70;26;75;79;17;94;55
8;10;8;18;17;16;19;7;11;12;7;7;24;8;10;8;18;17;16;19;7;11;12;infinity;24;46;24;19;44;46;51;58;16;26;28;96;62;21;94;21;67;34;96;73;58;4;78;60;15;93;22;76;27;97;67;18;37;22;78;91;26;65;70;94;83;71;11;36;29;49;34;28;68;40;24;66;23;6;66;100;46;2;95;52;43;53;64;66;16;92;94;99;41;70;80;23;61;84;46;57
9;8;6;5;2;19;6;18;9;14;13;6;6;9;8;6;5;2;19;6;18;9;14;13;infinity;56;17;92;33;78;33;24;38;54;81;4;16;89;43;100;11;76;77;59;79;56;17;45;88;90;59;42;38;49;28;43;89;55;64;56;48;3;92;30;47;23;93;40;60;21;42;54;2;40;38;3;91;76;38;96;88;37;96;42;45;65;75;97;89;62;60;61;29;46;34;5;24;48;25;72
82;51;10;39;99;88;51;19;67;53;11;90;70;75;38;85;21;12;36;84;56;62;96;22;31;infinity;56;77;71;72;15;13;59;81;16;47;28;9;83;46;37;100;44;1;43;66;12;48;72;66;95;98;30;2;69;51;16;56;76;33;38;64;66;19;12;71;21;97;93;12;8;14;20;29;23;5;88;43;87;36;85;93;38;58;4;98;54;20;26;37;86;45;28;44;25;87;97;99;24;53
64;11;90;1;17;67;74;97;63;92;15;43;54;22;77;8;27;66;73;24;21;98;23;44;59;54;infinity;29;50;15;40;34;1;20;18;48;84;42;23;94;40;34;66;86;20;83;3;27;32;71;24;97;66;41;41;88;37;80;90;89;21;29;54;57;100;39;40;49;39;68;69;42;84;1;82;11;18;51;26;74;22;71;66;45;40;81;88;11;90;75;39;9;63;64;60;53;12;100;59;65
99;42;98;8;57;48;52;72;79;4;53;63;13;55;70;8;5;18;60;95;68;16;48;56;71;99;36;infinity;98;87;49;46;33;27;18;83;93;39;47;52;20;87;80;59;99;29;39;89;27;7;55;97;85;42;10;39;27;92;94;80;74;35;53;70;29;53;57;65;95;52;88;44;51;86;47;11;52;32;89;64;44;6;78;27;82;78;18;94;54;89;12;73;27;35;55;74;89;100;10;27
52;37;76;63;3;10;24;19;79;11;43;11;41;29;55;90;18;54;41;20;62;18;56;15;49;26;2;17;infinity;26;70;70;15;34;41;97;38;12;7;10;34;79;9;9;44;10;96;24;48;39;16;42;17;48;36;72;41;88;80;23;13;17;89;51;53;44;72;17;2;92;45;40;78;37;94;100;18;73;2;70;18;75;15;83;42;5;37;73;60;94;69;19;86;30;98;10;20;60;24;45
16;57;15;64;41;60;91;85;83;76;2;89;3;13;87;40;96;38;96;64;4;29;33;14;6;12;21;30;27;infinity;38;10;46;10;5;84;7;84;28;89;87;35;23;37;85;75;2;68;59;28;30;95;48;88;96;25;18;2;35;42;32;37;93;70;57;6;41;49;27;86;64;74;20;17;17;31;87;18;48;67;11;44;7;38;26;3;82;88;54;34;2;16;21;61;21;85;63;45;87;63
7;7;96;84;87;44;21;47;11;70;88;25;93;82;1;44;24;8;73;49;39;50;16;51;73;95;7;89;88;52;infinity;71;59;2;82;77;19;18;58;25;45;16;41;17;93;16;75;3;69;66;63;69;12;48;34;29;96;42;73;67;80;3;50;45;38;23;16;30;34;6;2;92;26;30;70;5;49;35;90;15;40;33;52;76;90;48;8;31;83;34;55;75;4;86;36;46;66;88;70;70
28;29;78;49;75;93;2;60;55;65;95;84;39;77;78;34;29;32;64;39;63;46;91;76;41;68;53;91;59;23;54;infinity;48;92;36;16;81;50;81;60;83;16;39;18;90;88;66;1;30;96;89;91;69;90;12;48;66;12;62;66;45;39;62;63;8;14;92;64;67;27;38;28;75;46;29;97;41;76;23;46;8;21;79;47;10;32;17;73;51;48;78;49;67;12;38;14;96;35;93;91
94;79;12;6;89;26;25;83;22;40;66;53;64;69;63;36;40;9;52;47;86;42;32;54;44;52;62;68;25;70;37;75;infinity;34;5;25;41;30;13;93;56;84;25;18;84;62;74;46;41;63;56;13;96;35;17;54;39;72;25;20;8;17;56;60;43;71;79;34;99;25;86;41;17;77;72;36;26;53;48;57;92;81;23;92;52;67;17;80;98;64;36;17;34;87;69;89;47;35;44;62
3;68;62;61;45;29;66;100;45;9;2;39;34;93;40;32;40;79;41;78;77;10;68;66;38;17;2;20;89;97;67;60;4;infinity;89;90;66;10;7;44;24;11;31;75;76;20;14;33;42;43;44;53;40;40;88;10;99;89;19;58;100;99;98;29;53;12;67;97;24;31;32;69;60;59;2;74;63;59;59;6;62;20;28;26;21;5;63;94;34;28;44;34;4;55;3;83;88;6;88;44
55;9;2;57;3;24;75;84;52;60;26;55;11;60;33;68;2;94;76;26;69;91;70;41;4;27;34;21;75;95;27;7;13;94;infinity;27;47;21;20;39;90;84;28;77;80;21;50;40;20;15;90;7;17;76;40;97;90;87;17;16;92;50;71;82;78;84;45;56;63;35;84;89;55;21;56;65;89;59;44;25;100;72;90;99;5;67;54;71;57;60;36;46;37;52;46;84;19;36;2;65
7;28;99;56;91;74;43;37;57;59;71;69;46;90;26;1;69;75;81;11;76;79;86;82;5;74;70;88;74;66;79;46;96;26;1;infinity;16;4;60;88;55;43;21;29;50;11;67;82;33;15;37;83;6;87;57;54;96;26;99;74;48;29;65;22;20;72;38;72;35;60;28;40;87;34;92;75;36;34;35;11;27;78;97;61;26;78;41;98;92;35;98;96;87;42;53;78;32;83;41;6
49;16;75;32;52;20;39;49;20;35;17;88;54;51;6;75;61;2;5;86;88;89;99;60;63;90;68;83;98;5;3;3;54;82;99;34;infinity;31;25;10;83;28;42;13;63;39;84;12;8;44;24;8;32;57;62;40;16;94;39;97;18;82;17;23;39;47;6;82;45;37;13;50;52;92;34;51;81;96;22;2;96;98;18;67;72;54;85;80;9;73;43;85;75;78;91;53;27;15;100;49
15;53;37;74;59;90;3;35;46;85;7;9;57;88;70;36;85;10;55;57;24;12;7;91;46;38;77;4;93;28;12;87;82;3;54;96;60;infinity;64;3;82;68;68;39;70;69;29;39;29;85;45;24;32;7;26;53;30;86;32;39;46;7;3;67;100;73;48;47;28;68;30;58;47;78;47;23;41;71;81;50;74;70;51;35;88;33;65;86;24;77;3;90;27;3;4;44;44;72;7;4
69;49;10;98;61;35;9;79;89;99;43;74;71;57;93;52;44;67;55;83;27;35;37;52;83;77;99;64;86;78;29;25;6;41;37;32;8;77;infinity;9;1;59;20;5;91;27;52;68;19;3;26;12;87;94;92;88;33;8;72;38;70;3;45;25;33;80;11;80;75;45;82;48;50;69;32;37;97;74;1;93;74;18;59;14;43;9;74;69;35;19;64;35;76;39;100;34;42;87;72;100
22;50;56;28;67;64;10;26;80;33;59;2;15;73;56;29;54;76;99;61;15;81;82;45;83;29;8;9;57;56;29;48;17;84;99;16;99;1;92;infinity;4;5;24;47;88;59;7;85;47;69;50;49;50;56;7;29;57;15;98;3;41;59;66;58;40;35;90;93;84;65;44;13;31;76;29;97;29;47;48;32;63;58;42;33;87;99;6;60;63;14;35;39;20;27;17;50;6;14;27;45
4;1;100;96;39;77;38;43;95;64;67;51;39;8;21;72;19;19;27;47;3;69;65;73;34;30;32;47;36;14;11;43;94;95;50;52;60;22;89;66;infinity;39;70;91;97;73;64;79;75;2;86;78;21;96;87;51;22;70;23;12;82;38;75;77;26;99;44;88;18;28;10;84;36;84;40;72;38;89;72;89;59;58;67;97;35;71;64;25;40;44;7;74;41;8;15;4;66;80;38;19
14;45;81;64;87;22;62;68;97;2;10;98;37;83;49;14;30;40;94;34;47;50;20;1;26;12;45;87;66;68;73;77;86;95;39;79;32;13;5;51;36;infinity;44;52;35;92;61;54;63;10;96;79;86;57;72;41;73;9;24;41;97;36;18;41;60;78;49;30;82;38;12;75;90;97;44;72;22;32;6;13;27;39;16;41;17;92;77;79;10;98;28;69;45;83;39;47;44;82;23;71
37;96;72;96;94;1;28;49;37;85;42;73;34;62;18;64;46;77;75;63;89;29;82;22;89;61;66;17;73;99;65;39;84;50;43;2;88;73;19;70;22;55;infinity;65;66;85;79;88;84;59;13;67;98;61;4;6;90;77;86;30;99;4;80;97;75;66;66;48;69;26;15;82;92;42;23;88;75;16;20;31;62;43;42;83;11;95;15;82;30;59;55;30;52;50;27;32;61;64;31;75
23;44;14;15;71;29;96;86;95;83;90;24;46;87;31;21;41;3;34;42;96;11;13;43;11;94;89;82;75;21;33;70;43;60;2;33;22;98;73;64;33;88;64;infinity;68;53;73;28;49;53;83;86;21;34;27;33;68;82;85;16;75;47;57;24;7;10;80;50;2;48;71;82;90;60;51;53;72;16;10;12;24;44;88;91;4;37;87;59;42;74;20;44;45;89;44;79;5;20;75;50
91;34;82;62;14;32;43;1;67;55;98;78;82;46;75;6;24;52;36;48;23;37;50;53;35;32;10;75;27;37;6;76;87;7;47;71;61;14;38;27;39;2;66;95;infinity;75;34;76;29;84;22;37;94;51;33;53;11;15;32;37;52;46;91;14;68;37;53;59;97;48;65;17;72;50;15;68;94;36;76;89;4;97;90;9;54;71;4;5;83;13;59;62;60;34;10;66;18;56;23;33
35;14;79;95;30;6;67;40;80;51;47;21;40;95;13;69;77;66;4;14;96;59;1;3;73;39;60;95;45;15;12;99;48;77;87;99;15;65;78;17;63;10;64;28;31;infinity;56;69;10;29;48;27;80;50;36;6;38;43;61;46;80;32;48;50;88;91;41;15;18;66;40;45;52;73;43;24;4;21;63;21;12;13;87;28;38;84;70;38;70;14;86;10;34;65;13;5;27;51;69;2
83;37;77;11;29;97;83;47;5;40;86;25;90;60;12;5;93;86;51;13;70;19;89;30;74;94;67;57;9;40;30;87;46;28;12;62;99;1;75;16;68;13;83;2;25;100;infinity;35;3;72;68;28;90;45;4;17;24;77;82;29;59;83;76;64;73;64;47;23;90;68;79;19;57;99;10;75;44;35;76;73;43;93;65;61;26;63;1;94;80;68;15;97;93;31;44;98;77;68;39;30
70;21;62;94;68;100;92;24;69;17;32;74;1;69;99;69;66;83;59;73;61;39;55;54;8;5;79;89;91;8;84;91;21;22;50;67;88;21;1;57;56;57;44;39;7;26;52;infinity;57;26;71;46;7;93;43;1;81;41;14;19;79;74;17;96;56;9;67;90;30;27;91;98;47;4;93;100;2;75;11;84;95;8;36;98;94;69;40;14;50;86;48;52;90;58;71;33;6;36;5;92
93;83;12;63;42;54;70;37;19;4;34;84;15;27;26;18;81;83;38;52;17;70;11;83;98;70;13;42;29;99;6;67;23;72;15;38;52;70;39;28;49;77;40;13;25;70;53;19;infinity;10;28;34;33;32;54;64;33;21;56;83;89;64;64;86;4;17;21;26;45;27;98;44;30;44;70;19;5;89;13;51;66;29;91;12;28;73;13;61;69;61;52;93;82;93;25;80;60;43;72;51
2;20;33;50;31;1;39;33;36;52;3;17;87;90;19;43;3;63;36;53;60;82;62;77;15;68;63;36;51;1;72;74;98;59;10;20;68;18;2;67;10;27;14;37;63;28;88;26;8;infinity;61;5;94;11;96;97;35;94;23;8;95;54;17;75;11;10;98;24;47;66;36;63;7;93;43;6;80;20;47;85;57;53;77;84;47;38;54;16;19;5;1;74;92;75;38;74;95;80;19;45
37;7;3;12;8;5;6;16;19;45;20;12;68;74;3;21;52;80;20;12;99;88;72;73;66;84;12;95;77;84;20;47;51;67;58;12;81;21;78;65;11;80;50;33;61;90;89;15;63;73;infinity;16;83;71;95;21;21;99;34;86;35;59;18;46;46;100;72;9;64;23;10;7;81;52;24;71;58;63;46;13;35;22;10;27;42;22;24;66;30;100;28;49;5;56;5;65;85;77;67;58
40;10;55;55;17;100;97;79;38;37;19;52;69;25;89;62;8;62;75;4;53;2;75;33;58;87;32;68;46;55;32;100;38;100;5;62;56;57;67;29;92;33;80;89;79;85;76;65;11;16;10;infinity;47;22;8;64;57;77;6;5;88;64;47;32;81;73;53;89;14;96;84;52;36;79;9;92;70;90;86;67;29;90;76;100;34;18;21;45;95;74;51;9;41;36;53;44;63;45;43;81
21;49;85;81;24;52;64;18;56;50;3;30;10;20;56;25;57;85;58;70;19;64;94;75;49;5;48;30;24;4;38;98;80;33;16;59;36;83;95;72;29;82;15;17;6;11;26;63;59;20;26;23;infinity;82;21;66;51;9;80;51;50;91;15;43;49;43;22;51;64;27;7;61;53;10;58;43;96;46;15;27;25;49;24;7;34;86;46;98;40;37;56;75;59;17;91;94;43;82;65;58
53;40;84;68;11;44;38;67;79;74;9;7;73;87;60;85;39;30;63;80;82;84;4;86;39;69;85;37;78;12;16;53;65;5;46;17;49;14;17;31;69;34;97;96;39;35;33;52;17;77;100;81;92;infinity;26;67;42;97;100;39;96;98;34;69;16;45;36;70;15;92;53;96;67;37;79;86;65;86;40;42;5;50;67;55;69;66;8;12;90;47;53;27;25;8;24;15;81;55;73;54
66;62;48;88;6;42;47;91;2;90;3;26;46;66;61;67;4;49;85;83;45;52;19;84;17;81;31;19;19;76;92;4;82;33;12;97;25;27;40;34;66;31;94;2;70;75;61;54;9;47;26;19;3;84;infinity;75;88;37;64;95;84;18;41;11;4;36;72;47;30;9;33;87;15;11;56;55;10;66;36;67;20;97;74;23;38;4;3;24;44;30;15;84;48;86;94;47;24;42;46;59
99;10;1;8;11;1;69;12;81;26;31;48;54;73;39;15;36;96;95;10;9;75;70;14;34;96;22;54;24;31;86;31;4;76;49;31;52;93;99;11;95;68;33;92;97;41;64;68;80;79;55;71;63;35;33;infinity;12;64;27;3;62;9;70;23;28;53;21;40;45;97;83;9;100;3;94;36;48;30;33;63;82;32;24;29;100;41;1;50;11;28;65;15;23;91;41;15;7;47;72;11
74;64;45;50;57;43;1;35;94;20;9;64;6;92;72;7;42;74;65;87;35;43;72;37;92;8;71;67;92;44;42;31;51;66;19;85;15;16;9;85;87;27;48;91;33;66;8;40;96;7;27;67;32;74;76;12;infinity;89;16;63;79;46;38;50;89;31;33;19;10;66;9;58;88;48;10;9;32;59;54;89;34;9;96;62;56;83;66;50;93;81;62;59;16;74;69;94;50;76;33;8
77;59;54;11;87;5;75;95;81;16;25;85;2;8;34;24;56;43;27;32;28;99;79;75;95;12;70;54;76;69;59;62;21;61;2;82;29;24;83;48;39;7;74;63;65;36;89;15;33;20;38;34;92;36;27;77;73;infinity;16;57;38;48;59;48;30;53;97;45;83;26;52;53;2;35;11;66;88;37;15;62;77;40;19;76;81;50;71;48;2;61;2;77;21;31;17;22;37;48;91;23
37;36;10;44;10;3;92;31;27;40;100;58;49;98;66;2;73;54;93;9;19;24;8;24;71;28;15;34;16;65;52;9;43;87;40;74;47;27;23;52;5;13;55;26;80;49;49;37;25;73;91;45;8;25;75;16;60;11;infinity;47;96;16;19;64;83;21;69;72;6;66;90;52;61;79;80;94;5;62;95;20;58;17;60;99;59;5;13;79;39;8;69;62;71;56;88;13;78;68;6;95
49;92;83;89;86;4;1;84;47;51;8;78;52;15;41;91;84;79;32;4;53;65;75;84;53;9;68;3;10;12;58;95;92;54;8;91;83;69;84;72;88;67;1;32;52;57;17;3;21;56;89;46;57;47;78;71;94;74;41;infinity;68;43;43;18;68;90;73;36;24;36;27;16;61;7;45;79;20;97;11;20;81;36;83;43;71;44;91;13;77;64;78;94;9;12;39;24;81;17;13;45
21;35;56;57;80;65;71;5;19;3;68;92;7;27;68;21;90;48;2;95;24;88;58;54;19;12;34;12;36;42;98;22;45;91;33;15;62;48;68;24;5;55;75;34;72;61;52;30;39;23;91;73;28;23;69;18;57;16;79;77;infinity;62;44;63;56;12;6;11;62;74;73;3;7;64;16;90;22;83;82;79;100;82;6;19;60;93;3;89;91;82;29;11;87;65;68;6;54;3;45;86
36;17;84;17;29;34;96;64;60;63;91;43;2;37;37;42;28;71;94;96;60;60;92;11;97;36;75;90;17;48;96;63;26;65;11;91;99;16;64;29;29;11;23;87;93;77;42;37;48;63;7;22;17;82;22;17;36;13;98;78;71;infinity;71;39;76;32;24;86;75;59;33;37;69;5;75;30;18;83;93;13;52;69;33;31;61;86;25;51;6;12;5;77;86;61;30;65;90;28;46;2
29;15;15;10;15;84;16;12;6;6;55;43;66;1;16;97;67;83;9;96;96;25;60;9;100;90;71;68;25;39;85;71;21;49;4;54;76;20;4;20;14;29;65;88;11;83;10;6;75;21;47;36;60;37;47;5;37;33;54;9;77;7;infinity;44;90;2;78;96;31;90;23;37;28;16;88;95;54;42;87;95;40;33;75;51;20;95;19;12;95;29;86;10;71;77;58;33;1;45;38;27
64;9;72;27;72;14;71;73;2;2;96;54;31;28;17;7;46;78;80;57;17;33;80;1;72;57;53;37;89;22;7;77;1;82;15;99;37;18;24;52;24;16;36;67;63;41;35;1;91;45;15;69;68;34;57;71;97;82;44;31;43;12;43;infinity;96;31;22;60;82;23;100;10;47;92;7;89;66;85;54;27;28;53;62;49;8;63;96;23;72;88;30;17;85;62;71;57;63;99;19;73
95;96;13;2;40;59;71;52;34;33;75;59;73;37;40;59;69;13;1;54;13;67;90;65;63;31;10;92;52;79;28;94;91;16;29;39;39;4;75;63;93;61;2;91;24;32;23;49;31;100;68;56;25;88;98;77;13;37;49;73;37;47;46;8;infinity;26;64;33;42;57;84;49;76;82;59;69;100;55;59;20;35;51;91;10;98;61;91;27;87;8;39;6;61;54;47;54;55;90;14;73
33;70;26;28;49;63;75;45;62;86;55;60;75;5;17;12;80;15;8;66;75;90;66;67;81;60;51;23;79;31;85;45;28;74;75;63;52;64;66;16;18;13;82;75;55;26;28;80;76;23;15;59;7;52;36;74;87;89;87;27;3;29;86;24;6;infinity;37;34;100;64;68;42;100;85;86;54;87;84;31;54;64;21;4;99;51;70;75;13;55;97;88;97;64;4;76;66;34;86;97;53
8;7;34;32;59;72;14;64;18;63;7;18;78;40;20;25;68;35;67;67;22;48;73;63;19;62;9;41;90;70;94;18;85;9;87;66;10;89;57;39;18;16;16;97;54;24;97;62;10;31;58;29;39;68;21;90;27;49;86;36;95;14;70;78;24;60;infinity;14;64;58;34;75;13;61;86;66;67;7;97;44;49;65;96;49;38;39;59;67;2;96;36;85;14;28;35;21;15;70;23;85
60;2;70;64;88;34;82;43;58;56;2;61;42;89;90;7;76;29;37;80;80;85;100;59;58;54;31;31;15;41;47;29;95;12;13;3;34;44;65;51;13;98;87;1;1;78;76;2;74;69;25;22;25;39;10;81;3;1;49;32;81;43;14;83;56;21;60;infinity;86;41;71;83;57;53;100;4;5;19;82;79;19;17;56;93;35;24;88;91;98;48;50;9;45;13;49;64;27;49;65;5
72;51;48;84;7;64;49;77;99;75;50;73;85;8;24;55;6;100;1;94;30;54;14;65;27;60;34;34;11;32;28;99;39;73;19;68;71;68;55;2;93;22;26;13;91;44;18;70;41;90;52;47;19;46;38;69;47;82;19;72;4;5;79;91;73;65;89;20;infinity;45;84;96;51;30;66;50;96;51;26;90;49;83;62;98;23;17;72;12;28;37;25;30;64;13;57;53;74;37;4;26
